travelCode,userCode,name,place,days,price,total,date,userCompany,user,userGender,userAge,cantReservacion
914,8,Hotel BD,Natal (RN),3,242.88,728.64,07/01/2021,4You,Jack Sabo,none,41,1
917,8,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021,4You,Jack Sabo,none,41,1
919,8,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/05/2021,4You,Jack Sabo,none,41,1
920,8,Hotel BD,Natal (RN),4,242.88,971.52,08/12/2021,4You,Jack Sabo,none,41,1
922,8,Hotel AU,Recife (PE),4,312.83,1251.32,08/26/2021,4You,Jack Sabo,none,41,1
923,8,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/02/2021,4You,Jack Sabo,none,41,1
925,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/16/2021,4You,Jack Sabo,none,41,1
928,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/07/2021,4You,Jack Sabo,none,41,1
932,8,Hotel K,Salvador (BH),2,263.41,526.82,11/04/2021,4You,Jack Sabo,none,41,1
935,8,Hotel BD,Natal (RN),3,242.88,728.64,11/25/2021,4You,Jack Sabo,none,41,1
938,8,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/16/2021,4You,Jack Sabo,none,41,1
942,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,4You,Jack Sabo,none,41,1
944,8,Hotel AU,Recife (PE),3,312.83,938.49,01/27/2022,4You,Jack Sabo,none,41,1
945,8,Hotel BD,Natal (RN),1,242.88,242.88,02/03/2022,4You,Jack Sabo,none,41,1
948,8,Hotel BD,Natal (RN),4,242.88,971.52,02/24/2022,4You,Jack Sabo,none,41,1
950,8,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/10/2022,4You,Jack Sabo,none,41,1
957,8,Hotel Z,Aracaju (SE),4,208.04,832.16,04/28/2022,4You,Jack Sabo,none,41,1
958,8,Hotel BD,Natal (RN),2,242.88,485.76,05/05/2022,4You,Jack Sabo,none,41,1
962,8,Hotel AU,Recife (PE),2,312.83,625.66,06/02/2022,4You,Jack Sabo,none,41,1
966,8,Hotel Z,Aracaju (SE),2,208.04,416.08,06/30/2022,4You,Jack Sabo,none,41,1
967,8,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/07/2022,4You,Jack Sabo,none,41,1
969,8,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/21/2022,4You,Jack Sabo,none,41,1
970,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/28/2022,4You,Jack Sabo,none,41,1
972,8,Hotel AU,Recife (PE),3,312.83,938.49,08/11/2022,4You,Jack Sabo,none,41,1
974,8,Hotel A,Florianopolis (SC),1,313.02,313.02,08/25/2022,4You,Jack Sabo,none,41,1
977,8,Hotel AU,Recife (PE),4,312.83,1251.32,09/15/2022,4You,Jack Sabo,none,41,1
984,8,Hotel Z,Aracaju (SE),4,208.04,832.16,11/03/2022,4You,Jack Sabo,none,41,1
987,8,Hotel Z,Aracaju (SE),1,208.04,208.04,11/24/2022,4You,Jack Sabo,none,41,1
988,8,Hotel K,Salvador (BH),4,263.41,1053.64,12/01/2022,4You,Jack Sabo,none,41,1
997,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/26/2019,4You,Debbie Helms,none,35,1
998,9,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,4You,Debbie Helms,none,35,1
999,9,Hotel A,Florianopolis (SC),3,313.02,939.06,10/10/2019,4You,Debbie Helms,none,35,1
1006,9,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019,4You,Debbie Helms,none,35,1
1007,9,Hotel Z,Aracaju (SE),2,208.04,416.08,12/05/2019,4You,Debbie Helms,none,35,1
1012,9,Hotel AU,Recife (PE),4,312.83,1251.32,01/09/2020,4You,Debbie Helms,none,35,1
1014,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/23/2020,4You,Debbie Helms,none,35,1
1016,9,Hotel K,Salvador (BH),4,263.41,1053.64,02/06/2020,4You,Debbie Helms,none,35,1
1018,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020,4You,Debbie Helms,none,35,1
1025,9,Hotel K,Salvador (BH),4,263.41,1053.64,04/09/2020,4You,Debbie Helms,none,35,1
1034,9,Hotel A,Florianopolis (SC),2,313.02,626.04,06/11/2020,4You,Debbie Helms,none,35,1
1035,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/18/2020,4You,Debbie Helms,none,35,1
1038,9,Hotel BP,Brasilia (DF),1,247.62,247.62,07/09/2020,4You,Debbie Helms,none,35,1
1041,9,Hotel Z,Aracaju (SE),4,208.04,832.16,07/30/2020,4You,Debbie Helms,none,35,1
1048,9,Hotel A,Florianopolis (SC),3,313.02,939.06,09/17/2020,4You,Debbie Helms,none,35,1
1051,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/08/2020,4You,Debbie Helms,none,35,1
1052,9,Hotel BP,Brasilia (DF),4,247.62,990.48,10/15/2020,4You,Debbie Helms,none,35,1
1053,9,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,4You,Debbie Helms,none,35,1
1055,9,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020,4You,Debbie Helms,none,35,1
1065,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/14/2021,4You,Debbie Helms,none,35,1
1067,9,Hotel K,Salvador (BH),3,263.41,790.23,01/28/2021,4You,Debbie Helms,none,35,1
1077,9,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/08/2021,4You,Debbie Helms,none,35,1
1078,9,Hotel K,Salvador (BH),3,263.41,790.23,04/15/2021,4You,Debbie Helms,none,35,1
1084,9,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/27/2021,4You,Debbie Helms,none,35,1
1090,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/08/2021,4You,Debbie Helms,none,35,1
1091,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/15/2021,4You,Debbie Helms,none,35,1
1093,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/29/2021,4You,Debbie Helms,none,35,1
1095,9,Hotel K,Salvador (BH),1,263.41,263.41,08/12/2021,4You,Debbie Helms,none,35,1
1096,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/19/2021,4You,Debbie Helms,none,35,1
1101,9,Hotel BP,Brasilia (DF),3,247.62,742.86,09/23/2021,4You,Debbie Helms,none,35,1
1103,9,Hotel AU,Recife (PE),4,312.83,1251.32,10/07/2021,4You,Debbie Helms,none,35,1
1106,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/28/2021,4You,Debbie Helms,none,35,1
1113,10,Hotel BD,Natal (RN),1,242.88,242.88,10/03/2019,4You,Melvin Lovejoy,male,36,1
1119,10,Hotel K,Salvador (BH),3,263.41,790.23,11/14/2019,4You,Melvin Lovejoy,male,36,1
1125,10,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,4You,Melvin Lovejoy,male,36,1
1133,10,Hotel BP,Brasilia (DF),4,247.62,990.48,02/20/2020,4You,Melvin Lovejoy,male,36,1
1136,10,Hotel K,Salvador (BH),2,263.41,526.82,03/12/2020,4You,Melvin Lovejoy,male,36,1
1139,10,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/02/2020,4You,Melvin Lovejoy,male,36,1
1144,10,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/07/2020,4You,Melvin Lovejoy,male,36,1
1150,10,Hotel K,Salvador (BH),1,263.41,263.41,06/18/2020,4You,Melvin Lovejoy,male,36,1
1151,10,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/25/2020,4You,Melvin Lovejoy,male,36,1
1157,10,Hotel BP,Brasilia (DF),3,247.62,742.86,08/06/2020,4You,Melvin Lovejoy,male,36,1
1160,10,Hotel K,Salvador (BH),3,263.41,790.23,08/27/2020,4You,Melvin Lovejoy,male,36,1
1162,10,Hotel BD,Natal (RN),1,242.88,242.88,09/10/2020,4You,Melvin Lovejoy,male,36,1
1164,10,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/24/2020,4You,Melvin Lovejoy,male,36,1
1166,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/08/2020,4You,Melvin Lovejoy,male,36,1
1167,10,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/15/2020,4You,Melvin Lovejoy,male,36,1
1173,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/26/2020,4You,Melvin Lovejoy,male,36,1
1174,10,Hotel BP,Brasilia (DF),1,247.62,247.62,12/03/2020,4You,Melvin Lovejoy,male,36,1
1177,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/03/2019,4You,Virginia Roberts,female,61,1
1180,11,Hotel A,Florianopolis (SC),2,313.02,626.04,10/24/2019,4You,Virginia Roberts,female,61,1
1183,11,Hotel BP,Brasilia (DF),4,247.62,990.48,11/14/2019,4You,Virginia Roberts,female,61,1
1184,11,Hotel K,Salvador (BH),4,263.41,1053.64,11/21/2019,4You,Virginia Roberts,female,61,1
1188,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/19/2019,4You,Virginia Roberts,female,61,1
1190,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/02/2020,4You,Virginia Roberts,female,61,1
1192,11,Hotel K,Salvador (BH),2,263.41,526.82,01/16/2020,4You,Virginia Roberts,female,61,1
1193,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/23/2020,4You,Virginia Roberts,female,61,1
1198,11,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020,4You,Virginia Roberts,female,61,1
1201,11,Hotel A,Florianopolis (SC),2,313.02,626.04,03/19/2020,4You,Virginia Roberts,female,61,1
1202,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/26/2020,4You,Virginia Roberts,female,61,1
1204,11,Hotel BP,Brasilia (DF),1,247.62,247.62,04/09/2020,4You,Virginia Roberts,female,61,1
1209,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/14/2020,4You,Virginia Roberts,female,61,1
1213,11,Hotel BP,Brasilia (DF),1,247.62,247.62,06/11/2020,4You,Virginia Roberts,female,61,1
1220,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/30/2020,4You,Virginia Roberts,female,61,1
1222,11,Hotel A,Florianopolis (SC),2,313.02,626.04,08/13/2020,4You,Virginia Roberts,female,61,1
1226,11,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020,4You,Virginia Roberts,female,61,1
1227,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/17/2020,4You,Virginia Roberts,female,61,1
1238,11,Hotel BD,Natal (RN),4,242.88,971.52,12/03/2020,4You,Virginia Roberts,female,61,1
1250,11,Hotel BD,Natal (RN),1,242.88,242.88,02/25/2021,4You,Virginia Roberts,female,61,1
1252,11,Hotel Z,Aracaju (SE),2,208.04,416.08,03/11/2021,4You,Virginia Roberts,female,61,1
1255,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/01/2021,4You,Virginia Roberts,female,61,1
1257,11,Hotel BD,Natal (RN),3,242.88,728.64,04/15/2021,4You,Virginia Roberts,female,61,1
1262,11,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/20/2021,4You,Virginia Roberts,female,61,1
1263,11,Hotel K,Salvador (BH),4,263.41,1053.64,05/27/2021,4You,Virginia Roberts,female,61,1
1268,11,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/01/2021,4You,Virginia Roberts,female,61,1
1270,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/15/2021,4You,Virginia Roberts,female,61,1
1271,11,Hotel AU,Recife (PE),3,312.83,938.49,07/22/2021,4You,Virginia Roberts,female,61,1
1274,11,Hotel A,Florianopolis (SC),2,313.02,626.04,08/12/2021,4You,Virginia Roberts,female,61,1
1276,11,Hotel A,Florianopolis (SC),1,313.02,313.02,08/26/2021,4You,Virginia Roberts,female,61,1
1278,11,Hotel Z,Aracaju (SE),3,208.04,624.12,09/09/2021,4You,Virginia Roberts,female,61,1
1280,11,Hotel BP,Brasilia (DF),3,247.62,742.86,09/23/2021,4You,Virginia Roberts,female,61,1
1281,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/30/2021,4You,Virginia Roberts,female,61,1
1282,11,Hotel BD,Natal (RN),4,242.88,971.52,10/07/2021,4You,Virginia Roberts,female,61,1
1283,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/14/2021,4You,Virginia Roberts,female,61,1
1289,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/25/2021,4You,Virginia Roberts,female,61,1
1290,11,Hotel Z,Aracaju (SE),3,208.04,624.12,12/02/2021,4You,Virginia Roberts,female,61,1
1292,11,Hotel K,Salvador (BH),2,263.41,526.82,12/16/2021,4You,Virginia Roberts,female,61,1
1294,11,Hotel K,Salvador (BH),4,263.41,1053.64,12/30/2021,4You,Virginia Roberts,female,61,1
1299,11,Hotel BD,Natal (RN),1,242.88,242.88,02/03/2022,4You,Virginia Roberts,female,61,1
1301,11,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/17/2022,4You,Virginia Roberts,female,61,1
1303,11,Hotel BP,Brasilia (DF),4,247.62,990.48,03/03/2022,4You,Virginia Roberts,female,61,1
1316,11,Hotel BP,Brasilia (DF),2,247.62,495.24,06/02/2022,4You,Virginia Roberts,female,61,1
1319,11,Hotel Z,Aracaju (SE),3,208.04,624.12,06/23/2022,4You,Virginia Roberts,female,61,1
1322,11,Hotel BD,Natal (RN),2,242.88,485.76,07/14/2022,4You,Virginia Roberts,female,61,1
1325,11,Hotel K,Salvador (BH),3,263.41,790.23,08/04/2022,4You,Virginia Roberts,female,61,1
1327,11,Hotel A,Florianopolis (SC),3,313.02,939.06,08/18/2022,4You,Virginia Roberts,female,61,1
1328,11,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/25/2022,4You,Virginia Roberts,female,61,1
1334,11,Hotel Z,Aracaju (SE),4,208.04,832.16,10/06/2022,4You,Virginia Roberts,female,61,1
1349,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/19/2023,4You,Virginia Roberts,female,61,1
1350,11,Hotel Z,Aracaju (SE),3,208.04,624.12,01/26/2023,4You,Virginia Roberts,female,61,1
1357,11,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/16/2023,4You,Virginia Roberts,female,61,1
1362,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/20/2023,4You,Virginia Roberts,female,61,1
1365,11,Hotel BD,Natal (RN),1,242.88,242.88,05/11/2023,4You,Virginia Roberts,female,61,1
1368,12,Hotel BD,Natal (RN),1,242.88,242.88,09/26/2019,4You,David Thomas,male,53,1
1369,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/03/2019,4You,David Thomas,male,53,1
1371,12,Hotel Z,Aracaju (SE),1,208.04,208.04,10/17/2019,4You,David Thomas,male,53,1
1378,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/05/2019,4You,David Thomas,male,53,1
1380,12,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/19/2019,4You,David Thomas,male,53,1
1383,12,Hotel BD,Natal (RN),4,242.88,971.52,01/09/2020,4You,David Thomas,male,53,1
1388,12,Hotel AU,Recife (PE),1,312.83,312.83,02/13/2020,4You,David Thomas,male,53,1
1389,12,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020,4You,David Thomas,male,53,1
1391,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/05/2020,4You,David Thomas,male,53,1
1396,12,Hotel BP,Brasilia (DF),3,247.62,742.86,04/09/2020,4You,David Thomas,male,53,1
1397,12,Hotel K,Salvador (BH),4,263.41,1053.64,04/16/2020,4You,David Thomas,male,53,1
1398,12,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/23/2020,4You,David Thomas,male,53,1
1400,12,Hotel K,Salvador (BH),1,263.41,263.41,05/07/2020,4You,David Thomas,male,53,1
1404,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/04/2020,4You,David Thomas,male,53,1
1405,12,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/11/2020,4You,David Thomas,male,53,1
1407,12,Hotel A,Florianopolis (SC),1,313.02,313.02,06/25/2020,4You,David Thomas,male,53,1
1408,12,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/02/2020,4You,David Thomas,male,53,1
1412,12,Hotel BD,Natal (RN),4,242.88,971.52,07/30/2020,4You,David Thomas,male,53,1
1414,12,Hotel AU,Recife (PE),1,312.83,312.83,08/13/2020,4You,David Thomas,male,53,1
1415,12,Hotel A,Florianopolis (SC),3,313.02,939.06,08/20/2020,4You,David Thomas,male,53,1
1417,12,Hotel Z,Aracaju (SE),3,208.04,624.12,09/03/2020,4You,David Thomas,male,53,1
1420,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/24/2020,4You,David Thomas,male,53,1
1425,12,Hotel AU,Recife (PE),1,312.83,312.83,10/29/2020,4You,David Thomas,male,53,1
1429,12,Hotel Z,Aracaju (SE),3,208.04,624.12,11/26/2020,4You,David Thomas,male,53,1
1431,12,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/10/2020,4You,David Thomas,male,53,1
1435,12,Hotel BD,Natal (RN),4,242.88,971.52,01/07/2021,4You,David Thomas,male,53,1
1440,13,Hotel AU,Recife (PE),4,312.83,1251.32,10/10/2019,4You,Irene Tucker,none,36,1
1441,13,Hotel K,Salvador (BH),2,263.41,526.82,10/17/2019,4You,Irene Tucker,none,36,1
1442,13,Hotel Z,Aracaju (SE),2,208.04,416.08,10/24/2019,4You,Irene Tucker,none,36,1
1443,13,Hotel BP,Brasilia (DF),4,247.62,990.48,10/31/2019,4You,Irene Tucker,none,36,1
1444,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/07/2019,4You,Irene Tucker,none,36,1
1445,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/14/2019,4You,Irene Tucker,none,36,1
1447,13,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019,4You,Irene Tucker,none,36,1
1453,13,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020,4You,Irene Tucker,none,36,1
1454,13,Hotel K,Salvador (BH),4,263.41,1053.64,01/16/2020,4You,Irene Tucker,none,36,1
1456,13,Hotel K,Salvador (BH),2,263.41,526.82,01/30/2020,4You,Irene Tucker,none,36,1
1463,13,Hotel K,Salvador (BH),3,263.41,790.23,03/19/2020,4You,Irene Tucker,none,36,1
1466,13,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/09/2020,4You,Irene Tucker,none,36,1
1470,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020,4You,Irene Tucker,none,36,1
1476,13,Hotel K,Salvador (BH),4,263.41,1053.64,06/18/2020,4You,Irene Tucker,none,36,1
1479,13,Hotel AU,Recife (PE),2,312.83,625.66,07/09/2020,4You,Irene Tucker,none,36,1
1482,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/30/2020,4You,Irene Tucker,none,36,1
1483,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/06/2020,4You,Irene Tucker,none,36,1
1495,13,Hotel BD,Natal (RN),4,242.88,971.52,10/29/2020,4You,Irene Tucker,none,36,1
1496,13,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020,4You,Irene Tucker,none,36,1
1499,13,Hotel A,Florianopolis (SC),2,313.02,626.04,11/26/2020,4You,Irene Tucker,none,36,1
1503,13,Hotel BD,Natal (RN),4,242.88,971.52,12/24/2020,4You,Irene Tucker,none,36,1
1505,13,Hotel AU,Recife (PE),2,312.83,625.66,01/07/2021,4You,Irene Tucker,none,36,1
1507,13,Hotel AU,Recife (PE),1,312.83,312.83,01/21/2021,4You,Irene Tucker,none,36,1
1508,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/28/2021,4You,Irene Tucker,none,36,1
1518,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/08/2021,4You,Irene Tucker,none,36,1
1524,13,Hotel AU,Recife (PE),4,312.83,1251.32,05/20/2021,4You,Irene Tucker,none,36,1
1525,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/27/2021,4You,Irene Tucker,none,36,1
1526,13,Hotel K,Salvador (BH),3,263.41,790.23,06/03/2021,4You,Irene Tucker,none,36,1
1528,13,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/17/2021,4You,Irene Tucker,none,36,1
1534,13,Hotel Z,Aracaju (SE),4,208.04,832.16,07/29/2021,4You,Irene Tucker,none,36,1
1535,13,Hotel Z,Aracaju (SE),4,208.04,832.16,08/05/2021,4You,Irene Tucker,none,36,1
1536,13,Hotel K,Salvador (BH),1,263.41,263.41,08/12/2021,4You,Irene Tucker,none,36,1
1538,13,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/26/2021,4You,Irene Tucker,none,36,1
1539,13,Hotel K,Salvador (BH),4,263.41,1053.64,09/02/2021,4You,Irene Tucker,none,36,1
1540,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/09/2021,4You,Irene Tucker,none,36,1
1546,13,Hotel Z,Aracaju (SE),3,208.04,624.12,10/21/2021,4You,Irene Tucker,none,36,1
1548,13,Hotel K,Salvador (BH),1,263.41,263.41,11/04/2021,4You,Irene Tucker,none,36,1
1554,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/16/2021,4You,Irene Tucker,none,36,1
1556,13,Hotel K,Salvador (BH),4,263.41,1053.64,12/30/2021,4You,Irene Tucker,none,36,1
1557,13,Hotel BD,Natal (RN),4,242.88,971.52,01/06/2022,4You,Irene Tucker,none,36,1
1566,13,Hotel Z,Aracaju (SE),3,208.04,624.12,03/10/2022,4You,Irene Tucker,none,36,1
1575,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/12/2022,4You,Irene Tucker,none,36,1
1576,13,Hotel BP,Brasilia (DF),4,247.62,990.48,05/19/2022,4You,Irene Tucker,none,36,1
1587,13,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/04/2022,4You,Irene Tucker,none,36,1
1592,13,Hotel Z,Aracaju (SE),2,208.04,416.08,09/08/2022,4You,Irene Tucker,none,36,1
1602,13,Hotel BD,Natal (RN),3,242.88,728.64,11/17/2022,4You,Irene Tucker,none,36,1
1604,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/01/2022,4You,Irene Tucker,none,36,1
1607,13,Hotel BP,Brasilia (DF),4,247.62,990.48,12/22/2022,4You,Irene Tucker,none,36,1
1610,13,Hotel BD,Natal (RN),3,242.88,728.64,01/12/2023,4You,Irene Tucker,none,36,1
1612,13,Hotel Z,Aracaju (SE),3,208.04,624.12,01/26/2023,4You,Irene Tucker,none,36,1
1618,14,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019,4You,John Cody,male,37,1
1621,14,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/24/2019,4You,John Cody,male,37,1
1622,14,Hotel BD,Natal (RN),3,242.88,728.64,10/31/2019,4You,John Cody,male,37,1
1625,14,Hotel K,Salvador (BH),1,263.41,263.41,11/21/2019,4You,John Cody,male,37,1
1636,14,Hotel A,Florianopolis (SC),2,313.02,626.04,02/06/2020,4You,John Cody,male,37,1
1640,14,Hotel K,Salvador (BH),4,263.41,1053.64,03/05/2020,4You,John Cody,male,37,1
1642,14,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,4You,John Cody,male,37,1
1651,14,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/21/2020,4You,John Cody,male,37,1
1652,14,Hotel K,Salvador (BH),3,263.41,790.23,05/28/2020,4You,John Cody,male,37,1
1663,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/07/2019,4You,Janice Cudney,female,56,1
1666,15,Hotel AU,Recife (PE),1,312.83,312.83,11/28/2019,4You,Janice Cudney,female,56,1
1670,15,Hotel A,Florianopolis (SC),1,313.02,313.02,12/26/2019,4You,Janice Cudney,female,56,1
1673,15,Hotel BP,Brasilia (DF),3,247.62,742.86,01/16/2020,4You,Janice Cudney,female,56,1
1676,15,Hotel Z,Aracaju (SE),1,208.04,208.04,02/06/2020,4You,Janice Cudney,female,56,1
1679,15,Hotel BD,Natal (RN),3,242.88,728.64,02/27/2020,4You,Janice Cudney,female,56,1
1680,15,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020,4You,Janice Cudney,female,56,1
1685,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/09/2020,4You,Janice Cudney,female,56,1
1686,15,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020,4You,Janice Cudney,female,56,1
1689,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/07/2020,4You,Janice Cudney,female,56,1
1690,15,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020,4You,Janice Cudney,female,56,1
1696,15,Hotel Z,Aracaju (SE),2,208.04,416.08,06/25/2020,4You,Janice Cudney,female,56,1
1699,15,Hotel K,Salvador (BH),1,263.41,263.41,07/16/2020,4You,Janice Cudney,female,56,1
1705,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/27/2020,4You,Janice Cudney,female,56,1
1712,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/15/2020,4You,Janice Cudney,female,56,1
1713,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/22/2020,4You,Janice Cudney,female,56,1
1719,15,Hotel K,Salvador (BH),1,263.41,263.41,12/03/2020,4You,Janice Cudney,female,56,1
1722,15,Hotel AU,Recife (PE),3,312.83,938.49,12/24/2020,4You,Janice Cudney,female,56,1
1733,15,Hotel K,Salvador (BH),4,263.41,1053.64,03/11/2021,4You,Janice Cudney,female,56,1
1735,15,Hotel AU,Recife (PE),2,312.83,625.66,03/25/2021,4You,Janice Cudney,female,56,1
1737,15,Hotel Z,Aracaju (SE),3,208.04,624.12,04/08/2021,4You,Janice Cudney,female,56,1
1739,15,Hotel Z,Aracaju (SE),2,208.04,416.08,04/22/2021,4You,Janice Cudney,female,56,1
1740,15,Hotel A,Florianopolis (SC),2,313.02,626.04,04/29/2021,4You,Janice Cudney,female,56,1
1744,15,Hotel AU,Recife (PE),2,312.83,625.66,05/27/2021,4You,Janice Cudney,female,56,1
1745,15,Hotel K,Salvador (BH),4,263.41,1053.64,06/03/2021,4You,Janice Cudney,female,56,1
1747,15,Hotel Z,Aracaju (SE),3,208.04,624.12,06/17/2021,4You,Janice Cudney,female,56,1
1748,15,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021,4You,Janice Cudney,female,56,1
1751,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/15/2021,4You,Janice Cudney,female,56,1
1752,15,Hotel BD,Natal (RN),2,242.88,485.76,07/22/2021,4You,Janice Cudney,female,56,1
1755,15,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/12/2021,4You,Janice Cudney,female,56,1
1756,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/19/2021,4You,Janice Cudney,female,56,1
1757,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/26/2021,4You,Janice Cudney,female,56,1
1761,15,Hotel BD,Natal (RN),3,242.88,728.64,09/23/2021,4You,Janice Cudney,female,56,1
1765,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/21/2021,4You,Janice Cudney,female,56,1
1770,15,Hotel BP,Brasilia (DF),1,247.62,247.62,11/25/2021,4You,Janice Cudney,female,56,1
